,Title,Employee,Location,type,Expire_date,catogry
59,Staff Nurse - Endoscopy,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
60,Software Engineer,Durdans Hospital,Colombo,Full-Time,24/05/2022 ,healthcare
61,කොමිස් II - බේකර් | Commis II - Baker ,Durdans Hospital,Colombo,Full-Time,24/05/2022 ,healthcare
62,BPO Executive/BPO Analyst,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,24/05/2022 ,healthcare
63,විදුලි කාර්මික ශිල්පීන් - Electrician ,Durdans Hospital,Colombo,Full-Time,24/05/2022 ,healthcare
64,Medical Officers (ICU / Critical Care Units / OPD & Wards) ,Durdans Hospital,Colombo,Full-Time,24/05/2022 ,healthcare
65,Senior Executive / Executive - Digital Marketing,Durdans Hospital,Colombo,Full-Time,24/05/2022 ,healthcare
66,කොමි II - Commis II,Durdans Hospital,Colombo,Full-Time,24/05/2022 ,healthcare
67,Graphic Designer,Durdans Hospital,Colombo,Full-Time,24/05/2022 ,healthcare
68,Customer Relations Executive,Durdans Hospital,Colombo,Full-Time,24/05/2022 ,healthcare
69,Accountant,Serendib Prime Seafood Pvt Ltd,Gampaha,Full-Time,24/05/2022 ,healthcare
70,Medical Documentation Executive (Night Shift) ,MedSource Healthcare LLC,Colombo,Full-Time,24/05/2022 ,healthcare
71,Care Nurse,Nawaloka Hospitals PLC,Colombo,Full-Time,24/05/2022 ,healthcare
72,Documentation Executive (Night Shift) ,MedSource Healthcare LLC,Colombo,Full-Time,24/05/2022 ,healthcare
73,Nursing Training School (Male/Female) ,Nawaloka Hospitals PLC,Colombo,Full-Time,24/05/2022 ,healthcare
74,Housekeeping Supervisor | Female,Nawaloka Hospitals PLC,Colombo,Full-Time,24/05/2022 ,healthcare
75,Public Relations Officer,Nawaloka Hospitals PLC,Colombo,Full-Time,24/05/2022 ,healthcare
76,HR - Intern,Nawaloka Hospitals PLC,Colombo,Full-Time,24/05/2022 ,healthcare
77,Social Media Contact Center Agents,Nawaloka Hospitals PLC,Colombo,Full-Time,24/05/2022 ,healthcare
78,OIC - ස්ථානභාර නිලධාරි / SSO - ජ්‍යෙෂ්ඨ ආරක්‍ෂක නිලධාරී / JSO - කණිෂ්ඨ ආරක්‍ෂක නිලධාරී / LSO - කාන්තා ආරක්‍ෂක නිලධාරිනී / LSSO - ජ්‍යෙෂ්ඨ කාන්තා ආරක්‍ෂක නිලධාරිනී / VIP - ප්‍රභූ ආරක්‍ෂක නිලධාරි / VO - සංචාරක නිලධාරී,Nawaloka Hospitals PLC,"Colombo,Gampaha",Full-Time,24/05/2022 ,healthcare
79,Billing Clerk,Nawaloka Hospitals PLC,Colombo,Full-Time,24/05/2022 ,healthcare
80,Data Analyst,Nawaloka Hospitals PLC,Colombo,Full-Time,23/05/2022 ,healthcare
81,Nurse Aides / හෙද සහායිකාවන්,Durdans Hospital,Colombo,Full-Time,19/05/2022 ,healthcare
82,Cooks / Stewards / Stewardess,Nawaloka Hospitals PLC,Colombo,Full-Time,24/05/2022 ,healthcare
83,Front of House,Giga Foods Pvt Ltd,Colombo,Full-Time,20/05/2022 ,healthcare
84,Walk In interview : පින්තාරු ශිල්පීන් - Painter,Durdans Hospital,Colombo,Full-Time,19/05/2022 ,healthcare
85,Accountant,Durdans Hospital,Colombo,Full-Time,22/05/2022 ,healthcare
86,Group Management Accountant,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
87,Accounts Executive,Durdans Hospital,Colombo,Full-Time,22/05/2022 ,healthcare
88,Trainee Technician | Nugegoda,Anoma Opticians,Colombo,Full-Time,19/05/2022 ,healthcare
89,Walk In interview : වායු සමීකරණ කාර්මික ශිල්පීන් - A/C Technician,Durdans Hospital,Colombo,Full-Time,19/05/2022 ,healthcare
90,Walk In Interview: රෝගී සත්කාර සහයක / Patient Care Assistant ,Durdans Hospital,Colombo,Full-Time,19/05/2022 ,healthcare
91,Restaurant - Trainee Waiter/Waiter | ආපන ශාලාව සදහා - පුහුණු වේටර්/වේටර්,The Privilege Ayurveda Resort,Kalutara,Full-Time,18/05/2022 ,healthcare
92,Director Line of Business Solutions / Program Manager Line of Business Solutions / Project Manager Line of Business Solutions,ICT Agency of Sri Lanka,Colombo,Full-Time,18/05/2022 ,healthcare
93,Receptionist ,Rover Veterinary Hospital (Pvt) Ltd,Colombo,Full-Time,19/05/2022 ,healthcare
94,ගෘහ පාලන සහකාර / Housekeeping Assistant,Durdans Hospital,Colombo,Full-Time,19/05/2022 ,healthcare
95,ජලනල කාර්මික ශිල්පීන් - Plumber,Durdans Hospital,Colombo,Full-Time,19/05/2022 ,healthcare
96,ආයුර්වේද / ස්පා ප්‍රතිකාරක ශිල්පීන් (පුහුණු / නුපුහුණු ) | Ayurvedic / Spa Therapists (Trained / Untrained),Spa Ceylon Luxury Ayurveda,Colombo,Full-Time,17/05/2022 ,healthcare
97,Junior Brew Master - Thalawathugoda,Trove by Book City,Colombo,Full-Time,19/05/2022 ,healthcare
98,House Keeping | ගෘහ පාලනය,The Privilege Ayurveda Resort,Kalutara,Full-Time,18/05/2022 ,healthcare
99,Wealth Planner,AIA Insurance,Colombo,Full-Time,19/05/2022 ,healthcare
100, A/C Technician / Clerk / Kitchen Service Assistant / Cook / Steward / Attendant / Laundry Assistant / Laundry Helper,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
101,Electronic Technicians,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
102,Patient Care Attendants - Male,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
103,Home Care Attendent   - Female |  - කාන්තා,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
104,A/C Technician - A/C කාර්මික ශිල්පියා,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
105,Security Officer | ආරක්ෂක නිලධාරි (පිරිමි/ ගැහැණු),Nawaloka Hospitals PLC,"Colombo,Gampaha,Ku...",Full-Time,18/05/2022 ,healthcare
106,Electrician,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
107,Patient Care Assistant,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
108,Steward,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
109,Trainee Phlebotomist,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
110,Machine Learning / Artificial Intelligence Engineer,Yulusa,"WorkingFromHome,I...",Full-Time,17/05/2022 ,healthcare
111,Delivery Assistant,Vasan Healthcare Lanka (Pvt) Ltd,Colombo,Full-Time,18/05/2022 ,healthcare
112,Electrical / Mechanical Foreman | විදුලි / කාර්මික වැඩ මූලික,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
113,Surgical Coordinator  (Customer Service),Vasan Healthcare Lanka (Pvt) Ltd,Colombo,Full-Time,18/05/2022 ,healthcare
114,Ward Nurse,Vasan Healthcare Lanka (Pvt) Ltd,Colombo,Full-Time,18/05/2022 ,healthcare
115,Care Nurse,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 ,healthcare
116,HR Manager,Vasan Healthcare Lanka (Pvt) Ltd,Colombo,Full-Time,18/05/2022 ,healthcare
117,Nurse,Direct Lines Pvt.Ltd,ForeignJob,Full-Time,18/05/2022 ,healthcare
118,Office Assistant ,Nawaloka Hospitals PLC,Colombo,Full-Time,17/05/2022 ,healthcare
119,Radiographer,Medispot (Pvt) Ltd,Colombo,Full-Time,17/05/2022 ,healthcare
120,A/C Technicians - Male,Royal Hospital (Pvt) Ltd,Colombo,Full-Time,17/05/2022 ,healthcare
121,Stewards - Male ,Royal Hospital (Pvt) Ltd,Colombo,Full-Time,17/05/2022 ,healthcare
122,Cooks - Male ,Royal Hospital (Pvt) Ltd,Colombo,Full-Time,17/05/2022 ,healthcare
123,Chefs - Male ,Royal Hospital (Pvt) Ltd,Colombo,Full-Time,17/05/2022 ,healthcare
124,Tile Mason - ටයිල් මේසන්,Nawaloka Hospitals PLC,Colombo,Full-Time,17/05/2022 ,healthcare
125,Kitchen Helpers,Royal Hospital (Pvt) Ltd,Colombo,Full-Time,17/05/2022 ,healthcare
126,Walk In interview : Ward Clerk,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
127,Associate Project Manager (Salary Pegged to Euro) ,Aexis Medical Lanka (Pvt) Ltd,Colombo,Full-Time,25/05/2022 ,healthcare
128,Product Manager,Limark Technologies (Pvt) Ltd,Colombo,Full-Time,17/05/2022 ,healthcare
129,Carpenter - වඩු කාර්මිකයා,Nawaloka Hospitals PLC,Colombo,Full-Time,17/05/2022 ,healthcare
130,විදුලි සෝපාන කාර්මිකයින් - Elevator Technician ,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
131,Office Assistant,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
132,Marketing Executive,Spirit Kitchen,Colombo,Full-Time,25/05/2022 ,healthcare
133,Dentist,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
134,Night Auditor,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
135,Dental Assistant,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
136,Japanese Language - Lecturer/Teacher,Surado Campus (Pvt) Ltd,Kurunagala,Full-Time,25/05/2022 ,healthcare
137,Manager | Human Resources,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
138,Night Auditor,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
139,Manager | Human Resources,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
140,Software Engineer,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
141,Barista/වරයෙකු  (කාන්තා / පිරිමි),Keells ,Colombo,Full-Time,20/05/2022 ,healthcare
142,Medical Officer – Neonatal Unit (Locum / Permanent) | Negombo,Nawaloka Hospitals PLC,Gampaha,Full-Time,20/05/2022 ,healthcare
143,Barman,Shinsei Lanka Japan (Pvt) ltd,Colombo,Full-Time,25/05/2022 ,healthcare
144,Pharmacists / Apprentice Pharmacists ,Union Chemists (Pte) Ltd,Colombo,Full-Time,20/05/2022 ,healthcare
145,Office Assistant,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
146,Fire and Safety Officer,Nawaloka Hospitals PLC,Colombo,Full-Time,20/05/2022 ,healthcare
147,HR Executive,Nawaloka Hospitals PLC,"Colombo,Gampaha",Full-Time,25/05/2022 ,healthcare
148,Outlet Supervisor,Union Chemists (Pte) Ltd,Colombo,Full-Time,20/05/2022 ,healthcare
149,Field Marketing Officer,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 ,healthcare
150,Walk In interview : Cashier,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
151,Walk In interview : මුළුතැන්ගෙයි සහයක - කොළඹ  | Kitchen Helper  ,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
152,වේටර් ‍/ Steward - 6th Lane Cafe,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
153,Walk In interview : රසායනාගාර සහායකයින් / MLT | Kurunegala / Tangalle,Durdans Hospital,"Kurunagala,Matara",Full-Time,20/05/2022 ,healthcare
154,Walk In interview : Stores Assistant,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
155,Walk-In Interviews : Call Centre Agent,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
156,Walk In interview : Pharmacist / Apprentice Pharmacist,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
157,Walk In interview : Accounts Officer,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
158,Walk In interview : Bio Medical Technician,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
159,Walk In interview : හෙදියන් - Nurses ,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,healthcare
