,Title,Employee,Location,type,Expire_date,catogry
41,Finance Manager,Lanka Building Material Corporation ,Colombo,Contract Basis,19/05/2022 ,government
42,Vacancies,University of Vocational Technology,Colombo,Permanent,31/05/2022 ,government
43,Senior Manager - Startup Ecosystem Development,ICT Agency of Sri Lanka,Colombo,Full-Time,18/05/2022 ,government
44,Senior Service Desk Engineer,ICT Agency of Sri Lanka,Colombo,Full-Time,18/05/2022 ,government
45,Executive Secretary to the Chairman,ICT Agency of Sri Lanka,Colombo,Full-Time,18/05/2022 ,government
46,Service Desk Engineer / Software Engineer (Java) / Software Engineer (PHP),ICT Agency of Sri Lanka,Colombo,Full-Time,17/05/2022 ,government
47,Programme Manager / Enterprise Architect / Business Analyst,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 ,government
48,Coordinator - International Cricket Department,Sri Lanka  cricket,Colombo,Full-Time,22/05/2022 ,government
49,Director Line of Business Solutions / Program Manager Line of Business Solutions / Project Manager Line of Business Solutions,ICT Agency of Sri Lanka,Colombo,Full-Time,18/05/2022 ,government
50,Senior Executive - Internal Audit,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 ,government
51,Senior Manager - Technology Diffusion,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 ,government
52,Senior Manager - Monitoring and Evaluation,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 ,government
53,Manager - Industry Development ,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 ,government
54,System Auditor (Executive / Senior Executive),Sarvodaya Development Finance Limited,Colombo,Full-Time,20/05/2022 ,government
55,Software Engineer (PHP) ,ICT Agency of Sri Lanka,Colombo,Full-Time,20/05/2022 ,government
56,Executive (Digital Health) ,ICT Agency of Sri Lanka,"Colombo,Kandy,Gamp...",Full-Time,20/05/2022 ,government
57,Technical Officer (Civil),Ministry of Education,Colombo,Contract Basis,20/05/2022 ,government
58,"Executive/ Junior Executive/Trainee - Internal Audit (Base Locations- Borella, Puttalam , Kurunegala)",Sarvodaya Development Finance Limited,"Colombo,Kurunagala",Full-Time,20/05/2022 ,government
59,Gold Loan Auditor (Executives/Senior Executives),Sarvodaya Development Finance Limited,Colombo,Full-Time,20/05/2022 ,government
